route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
"0082","36","1","82 | Romillé Langan Chap. Béch. Miniac","","0","1366942","","1",""
"0121","8","10154","N1 | Beaulieu","","1","1299117","","1",""
"0121","12","10155","N1 | Beaulieu","","1","1301187","","1",""
"0121","8","10156","N1 | Beaulieu","","1","1299117","","1",""
"0121","12","10157","N1 | Beaulieu","","1","1301187","","1",""
"0121","8","10158","N1 | Beaulieu","","1","1299129","","1",""
"0121","12","10159","N1 | Beaulieu","","1","1301199","","1",""
"0065","35","1016","65 | Rennes Villejean-Université","","1","1366810","","1",""
"0121","8","10160","N1 | Beaulieu","","1","1299129","","1",""
"0121","12","10161","N1 | Beaulieu","","1","1301199","","1",""
"0121","8","10162","N1 | Villejean","","0","1299118","","1",""
"0121","12","10163","N1 | Villejean","","0","1301188","","1",""
"0121","8","10164","N1 | Villejean","","0","1299129","","1",""
"0121","12","10165","N1 | Villejean","","0","1301199","","1",""
"0121","8","10166","N1 | Villejean","","0","1299117","","1",""
"0121","12","10167","N1 | Villejean","","0","1301187","","1",""
"0057","8","10168","57 | Rennes République","","1","1299098","","1",""
"0057","9","10169","57 | Rennes République","","1","1303784","","1",""
"0065","41","1017","65 | Rennes Villejean-Université","","1","1372253","","1",""
"0057","12","10170","57 | Rennes République","","1","1301168","","1",""
"0057","8","10171","57 | Rennes République","","1","1299100","","1",""
"0057","9","10172","57 | Rennes République","","1","1303786","","1",""
"0057","12","10173","57 | Rennes République","","1","1301170","","1",""
"0057","8","10174","57 | Rennes République","","1","1299098","","1",""
"0057","9","10175","57 | Rennes République","","1","1303784","","1",""
"0057","12","10176","57 | Rennes République","","1","1301168","","1",""
"0057","8","10177","57 | Rennes République","","1","1299099","","1",""
"0057","9","10178","57 | Rennes République","","1","1303785","","1",""
"0057","12","10179","57 | Rennes République","","1","1301169","","1",""
"0065","43","1018","65 | Rennes Villejean-Université","","1","1371998","","1",""
"0057","8","10180","57 | Rennes République","","1","1299100","","1",""
"0057","9","10181","57 | Rennes République","","1","1303786","","1",""
"0057","12","10182","57 | Rennes République","","1","1301170","","1",""
"0057","8","10183","57 | Rennes République","","1","1299098","","1",""
"0057","9","10184","57 | Rennes République","","1","1303784","","1",""
"0057","12","10185","57 | Rennes République","","1","1301168","","1",""
"0057","8","10186","57 | Rennes République","","1","1299099","","1",""
"0057","9","10187","57 | Rennes République","","1","1303785","","1",""
"0057","12","10188","57 | Rennes République","","1","1301169","","1",""
"0057","8","10189","57 | Rennes République","","1","1299100","","1",""
"0065","13","1019","65 | Rennes Villejean-Université","","1","1361996","","1",""
"0057","9","10190","57 | Rennes République","","1","1303786","","1",""
"0057","12","10191","57 | Rennes République","","1","1301170","","1",""
"0057","8","10192","57 | Rennes République","","1","1299098","","1",""
"0057","9","10193","57 | Rennes République","","1","1303784","","1",""
"0057","12","10194","57 | Rennes République","","1","1301168","","1",""
"0057","8","10195","57 | Rennes République","","1","1299097","","1",""
"0057","9","10196","57 | Rennes République","","1","1303783","","1",""
"0057","12","10197","57 | Rennes République","","1","1301167","","1",""
"0057","8","10198","57 | Rennes République","","1","1299097","","1",""
"0057","9","10199","57 | Rennes République","","1","1303783","","1",""
"0122","43","102","N2 | Maurepas Gayeulles","","1","1372136","","1",""
"0065","17","1020","65 | Rennes Villejean-Université","","1","1361355","","1",""
"0057","12","10200","57 | Rennes République","","1","1301167","","1",""
"0057","8","10201","57 | Bruz Lavoisier","","0","1299100","","1",""
"0057","9","10202","57 | Bruz Lavoisier","","0","1303786","","1",""
"0057","12","10203","57 | Bruz Lavoisier","","0","1301170","","1",""
"0057","8","10204","57 | Bruz Lavoisier","","0","1299098","","1",""
"0057","9","10205","57 | Bruz Lavoisier","","0","1303784","","1",""
"0057","12","10206","57 | Bruz Lavoisier","","0","1301168","","1",""
"0057","8","10207","57 | Bruz Lavoisier","","0","1299099","","1",""
"0057","9","10208","57 | Bruz Lavoisier","","0","1303785","","1",""
